1.0,1.0,0.1262215
7.07848964e-06,1.0,0.199443414
1.0,1.0,0.26490066
1.67174381e-03,6.42493327e-05,0.26662844
0.37899794,1.0,0.20299145
0.00168374,1.0,0.10658915
0.95571025,1.0,0.08702532
0.09310564,1.0,0.1593543
0.11543566,1.0,0.14240506
0.7365619,1.0,0.11297376
1.0,1.0,0.07801161
0.09453435,0.06247352,0.13606459
0.09892429,1.0,0.10473901
1.0,1.0,0.08093525
0.00540906,0.95120769,0.25919118
1.0,1.0,0.22799745
0.44587328,1.0,0.08348375
1.0,1.0,0.10278515
0.59440166,1.0,0.08471386
2.29672332e-05,0.983322849,0.416093535
2.64481170e-04,1.00000000e+00, 2.73972603e-01
0.00209737, 0.97611194, 0.12103506
